city,state,publish_date,url,title,category,population,lat,lng
Canby,OR,03-18-2020 17:04,https://canbynowpod.com/government/city-of-canby-declares-state-of-emergency-over-coronavirus-pandemic/,City of Canby Declares State of Emergency over Coronavirus Pandemic,state_of_emergency,19206.0,45.2653,-122.6866
Cascadia,OR,,http://www.cascadiaweekly.com/cw/currents/governor_issues_new_orders_to_halt_covid_19,Cascadia Weekly: Governor issues new orders to halt COVID-19,None,183.0,44.393,-122.5026
Cloverdale,OR,03-29-2020 08:30,https://www.cloverdalereporter.com/news/world-covid-19-update-u-s-expects-100000-deaths-oregon-declares-disaster/,"World COVID-19 update: U.S. expects 100,000 deaths; Oregon declares disaster – Cloverdale Reporter",disaster_declaration,340.0,45.2006,-123.8842
Cloverdale,OR,03-31-2020 18:20,https://www.cloverdalereporter.com/news/john-horgan-extends-b-c-s-state-of-emergency-for-covid-19/,John Horgan extends B.C.’s state of emergency for COVID-19 – Cloverdale Reporter,state_of_emergency,340.0,45.2006,-123.8842
Cloverdale,OR,03-28-2020 11:15,https://www.cloverdalereporter.com/news/latest-canadian-updates-about-7-of-covid-19-cases-require-hospitalization/,Latest Canadian updates: About 7% of COVID-19 cases require hospitalization – Cloverdale Reporter,None,340.0,45.2006,-123.8842
Columbia City,OR,,https://www.postandcourier.com/free-times/news/covid19/columbia-city-council-passes-stay-at-home-order-amid-covid-19-crisis/article_be9ee5b2-6f86-11ea-b3bc-4b95ad4d45ce.html,Columbia City Council passes 'stay at home' order amid COVID-19 crisis,shelter_in_place,2031.0,45.895,-122.8115
Coquille,OR,,https://theworldlink.com/news/local/govt-and-politics/city-of-coquille-declares-state-of-emergency-due-to-coronavirus/article_8684b43c-6b07-11ea-a55b-efcfe92e4771.html,City of Coquille declares state of emergency due to coronavirus,state_of_emergency,4400.0,43.1801,-124.1841
Elkton,OR,,https://www.cecildaily.com/emergency_notice/state-of-emergency-three-cecil-county-residents-test-positive-for/article_3663de6a-9489-578c-82bb-1d7f0d9bc170.html,"State of emergency: Three Cecil County residents test positive for COVID-19 near Elkton, Rising Sun",state_of_emergency,198.0,43.6378,-123.5687
Falls City,OR,,https://magicvalley.com/news/local/govt-and-politics/twin-falls-city-county-issue-declarations-of-emergency-in-response-to-covid-19/article_4a4ccb47-f345-5821-9411-5e717eccc045.html,"Twin Falls city, county issue declarations of emergency in response to COVID-19",state_of_emergency,1032.0,44.8648,-123.4372
Florence,OR,03-31-2020 00:00,https://kcfmradio.com/2020/03/31/port-of-siuslaw-declares-state-of-emergency-city-of-florence-portal-for-information-new-covid-19-cases-school-planning-for-distance-learning/,Port of Siuslaw Declares State of Emergency; City of Florence: Portal for Information; New COVID-19 Cases; School Planning for Distance Learning,state_of_emergency,10755.0,43.9913,-124.1062
Forest Grove,OR,,https://www.bankspost.com/posts/325/forest-grove-declares-emergency-as-covid-19-lockdown-ramps-up,Forest Grove declares emergency as COVID-19 lockdown ramps up | Banks Post,state_of_emergency,24141.0,45.5244,-123.1101
Gaston,OR,03-15-2020 00:00,https://www.wbtv.com/2020/03/15/gaston-county-declares-state-emergency-amid-covid-pandemic/,Gaston County declares state of emergency amid COVID-19 pandemic,state_of_emergency,708.0,45.4357,-123.1435
Gaston,OR,,https://www.wfae.org/post/32-cases-coronavirus-now-reported-nc-mecklenburg-and-gaston-declare-states-emergency,32 Cases Of Coronavirus Now Reported In NC; Mecklenburg And Gaston Declare States Of Emergency,state_of_emergency,708.0,45.4357,-123.1435
Gervais,OR,,https://www.worthingherald.co.uk/news/people/ricky-gervais-backs-rspca-emergency-appeal-amid-coronavirus-help-save-animals-west-sussex-2523609,Ricky Gervais backs RSPCA emergency appeal amid coronavirus to help save animals in West Sussex,None,2707.0,45.1078,-122.8962
Gervais,OR,03-31-2020 16:01,https://www.southwalesargus.co.uk/news/18347968.ricky-gervais-backs-rspca-cymru-emergency-appeal-keep-saving-animals-coronavirus-crisis/,Ricky Gervais backs RSPCA Cymru emergency appeal to keep saving animals through coronavirus crisis,None,2707.0,45.1078,-122.8962
Glendale,OR,03-26-2020 00:00,https://www.latimes.com/socal/glendale-news-press/news/story/2020-03-26/lendale-state-of-emergency-extended-to-april-30,"With local coronavirus cases rising rapidly, Glendale extends state of emergency to April 30",state_of_emergency,887.0,42.7381,-123.4294
Glendale,OR,03-18-2020 00:00,https://www.azcentral.com/story/news/local/arizona-health/2020/03/18/coronavirus-outbreak-closures-glendale-libraries-events-canceled-covid-19/2867758001/,"Glendale declares emergency, closes city libraries and bans public attendance at council meetings amid coronavirus",state_of_emergency,887.0,42.7381,-123.4294
Glendale,OR,03-25-2020 00:00,https://www.latimes.com/socal/glendale-news-press/news/story/2020-03-25/glendale-bans-rent-increases-amid-coronavirus-emergency,"Glendale halts rent increases amid coronavirus emergency, as some tenants call for ‘rent freeze’",None,887.0,42.7381,-123.4294
Glendale,OR,03-20-2020 00:00,https://www.latimes.com/socal/glendale-news-press/news/story/2020-03-20/tn-gnp-me-glendale-follows-safer-at-home-order,"Coronavirus: Glendale follows L.A. County’s ‘Safer at Home’ order, requiring the closure of more businesses",shelter_in_place,887.0,42.7381,-123.4294
Granite,OR,,https://www.unionleader.com/news/health/coronavirus/senate-passes-2-trlllion-bill-for-strange-and-evil-coronavirus-crisis-granite-staters-react/article_064dd8d2-4809-51d1-bdb9-917c02a26895.html?block_id=883786,Senate passes $2 trlllion bill for 'strange and evil' coronavirus crisis; Granite Staters react,None,36.0,44.81,-118.4187
Gresham,OR,03-22-2020 22:24,https://patch.com/oregon/gresham/coronavirus-city-gresham-announces-emergency-residential-commercial-tenant,"Coronavirus: City Of Gresham Announces Emergency Residential, Commercial Tenant Protections",None,111053.0,45.5023,-122.4413
Haines,OR,03-20-2020 00:00,https://www.theledger.com/news/20200320/coronavirus-in-polk-haines-city-declares-state-of-emergency,Coronavirus in Polk: Haines City declares state of emergency,state_of_emergency,415.0,44.9123,-117.9396
Harbor,OR,,https://www.thenewstribune.com/news/local/community/gateway/g-news/article241480901.html,"Gig Harbor declares coronavirus emergency, waives utility fees",state_of_emergency,1973.0,42.0385,-124.2516
Harrisburg,OR,03-16-2020 20:18,https://www.wgal.com/article/harrisburg-mayor-eric-papenfuse-declares-disaster-emergency-due-to-coronavirus-outbreak/31676645,CORONAVIRUS: Harrisburg mayor declares disaster emergency,state_of_emergency,3870.0,44.2718,-123.1656
Hillsboro,OR,03-12-2020 00:00,https://pamplinmedia.com/ht/117-hillsboro-tribune-news/456061-372008-hillsboro-issues-coronavirus-emergency-declaration-pwoff,Hillsboro issues coronavirus emergency declaration,state_of_emergency,106894.0,45.5272,-122.936
Huntington,OR,,https://www.herald-dispatch.com/coronavirus/huntington-city-council-approves-covid-19-relief-package/article_5a4cb15d-0e51-5981-a510-3f8559deb870.html,Huntington City Council approves COVID-19 relief package,None,436.0,44.3502,-117.2668
Huntington,OR,03-17-2020 00:00,https://www.latimes.com/socal/daily-pilot/news/story/2020-03-17/huntington-beach-closes-libraries-and-declares-local-emergency-in-response-to-coronavirus-outbreak,Huntington Beach closes libraries and declares local emergency in response to coronavirus outbreak,state_of_emergency,436.0,44.3502,-117.2668
Lake Oswego,OR,03-02-2020 23:00,https://www.oregonlive.com/coronavirus/2020/03/clackamas-county-declares-emergency-as-precaution-due-to-coronavirus-in-lake-oswego.html,Clackamas County declares emergency as precaution due to coronavirus in Lake Oswego,state_of_emergency,39196.0,45.4129,-122.7003
Lebanon,OR,,https://www.aljazeera.com/news/2020/03/lebanon-declare-state-medical-emergency-coronavirus-200314191650361.html,Lebanon 'to declare state of medical emergency' over coronavirus,state_of_emergency,21474.0,44.5317,-122.90700000000001
Madras,OR,,https://www.barandbench.com/news/litigation/madras-hc-directs-govt-committee-to-consider-representation-for-use-of-indian-traditional-medicine-to-treat-covid-19-read-order,Madras HC directs govt committee to consider representation for use of Indian traditional medicine to treat COVID-19 [Read Order],None,9059.0,44.6425,-121.1316
Medford,OR,,https://www.kdrv.com/content/news/City-of-Medford-declares-local-State-of-Emergency-568849611.html,City of Medford declares local State of Emergency in response to coronavirus,state_of_emergency,168219.0,42.3372,-122.8537
Medford,OR,03-31-2020 21:47,https://patch.com/massachusetts/medford/medford-coronavirus-update-mayor-signs-2-emergency-orders,Medford Coronavirus Update: Mayor Signs 2 Emergency Orders,state_of_emergency,168219.0,42.3372,-122.8537
Mission,OR,03-06-2020 16:41,https://nymag.com/intelligencer/2020/03/trump-coronavirus-mission-accomplished-kudlow-contained.html,Trump Declares Mission Accomplished on Containing Coronavirus,None,860.0,45.6586,-118.6654
Monument,OR,,https://gazette.com/news/monument-declares-local-disaster-emergency-in-response-to-coronavirus-pandemic/article_8a9d0be2-6def-11ea-b135-0f8c8c1ebb5f.html,Monument declares local disaster emergency in response to coronavirus pandemic,state_of_emergency,125.0,44.8209,-119.4208
Mount Vernon,OR,03-17-2020 20:20,https://abc7ny.com/health/mount-vernon-declares-state-of-emergency/6022075/,"Coronavirus Updates: Mount Vernon, New York declares state of emergency",state_of_emergency,511.0,44.4169,-119.1132
Nehalem,OR,,https://www.tillamookcountypioneer.net/precautions-for-coronavirus-from-emergency-volunteer-corps-of-nehalem-bay-learn-the-facts-take-action-be-prepared/,Precautions for Coronavirus from Emergency Volunteer Corps of Nehalem Bay: Learn the facts. Take action. Be prepared – Tillamook County Pioneer,None,292.0,45.7196,-123.8941
Oakland,OR,03-12-2020 00:26,https://abc7news.com/health/coronavirus-concerns-oakland-declares-state-of-emergency/6004930/,"Coronavirus concerns: Oakland declares state of emergency, bans mass gatherings",state_of_emergency,940.0,43.4234,-123.2968
Powers,OR,04-01-2020 00:00,https://www.theguardian.com/australia-news/2020/apr/01/labor-says-parliament-should-sit-to-scrutinise-governments-coronavirus-emergency-powers,Labor says parliament should sit to scrutinise government's coronavirus emergency powers,None,678.0,42.886,-124.0735
Powers,OR,,https://www.edp24.co.uk/news/politics/broadland-district-council-coronavirus-lockdown-powers-trevor-holden-1-6587957,Coronavirus in Norfolk UK: Broadland District Council to discuss emergency powers,None,678.0,42.886,-124.0735
Powers,OR,03-31-2020 14:42,https://www.reuters.com/article/us-health-coronavirus-russia/russian-lawmakers-back-government-emergency-powers-over-coronavirus-idUSKBN21I1CW,Russian lawmakers back government emergency powers over coronavirus,state_of_emergency,678.0,42.886,-124.0735
Prescott,OR,03-23-2020 14:25,https://ottawa.ctvnews.ca/prescott-declares-state-of-emergency-amid-covid-19-pandemic-1.4864587,Prescott declares state of emergency amid COVID-19 pandemic,state_of_emergency,50.0,46.0486,-122.8879
Redmond,OR,,https://www.fxstreet.com/news/redmond-washington-declares-a-state-of-emergency-due-to-coronavirus-outbreak-202003030302,"Redmond, Washington declares a state of emergency due to coronavirus outbreak",state_of_emergency,31695.0,44.2631,-121.1798
Redwood,OR,03-15-2020 12:45,https://patch.com/california/redwoodcity-woodside/redwood-city-declares-emergency-amid-coronavirus-outbreak,Redwood City Declares Emergency Amid Coronavirus Outbreak,state_of_emergency,2646.0,42.4219,-123.3915
Richland,OR,,https://www.postandcourier.com/health/covid19/richland-county-declares-covid-19-an-emergency-more-deputies-ready-to-patrol-the-streets/article_626565de-6881-11ea-bac0-cf7da2f71c6a.html,Richland County declares COVID-19 an emergency. More deputies ready to patrol the streets,state_of_emergency,176.0,44.7683,-117.1663
Riverside,OR,03-31-2020 00:00,https://www.pe.com/2020/03/31/riverside-passes-eviction-moratorium-during-coronavirus-emergency/,Riverside passes eviction moratorium during coronavirus emergency,None,164.0,45.6768,-118.7368
Riverside,OR,03-08-2020 00:00,https://www.latimes.com/california/story/2020-03-08/coachella-riverside-county-declares-coronavirus-emergency,Riverside County declares coronavirus emergency amid Coachella questions,state_of_emergency,164.0,45.6768,-118.7368
Roseburg,OR,,http://www.nrtoday.com/news/health/coronavirus/city-of-roseburg-declares-state-of-emergency-amid-coronavirus-outbreak/article_6ccb03c7-5201-58a0-9c48-e8224376ab5e.html,City of Roseburg declares state of emergency amid coronavirus outbreak,state_of_emergency,43948.0,43.2232,-123.3518
Sandy,OR,,https://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs/news/sandy-springs-has-declared-a-state-of-emergency-due-to-the-coronavirus/article_b393b78e-68d7-11ea-a795-3b22a69d9749.html,Sandy Springs has declared a state of emergency due to the coronavirus,state_of_emergency,11595.0,45.3986,-122.2692
St. Paul,OR,03-16-2020 00:00,https://minnesota.cbslocal.com/2020/03/16/coronavirus-in-minnesota-st-paul-declares-state-of-emergency/,Coronavirus In Minnesota: St. Paul Declares State Of Emergency,state_of_emergency,449.0,45.2123,-122.9772
Stafford,OR,03-13-2020 19:33,https://www.independent.co.uk/news/world/americas/us-politics/coronavirus-trump-national-emergency-what-is-stafford-act-press-conference-speech-today-a9401686.html,Coronavirus: Trump officially declares national emergency and invokes Stafford Act,state_of_emergency,1992.0,45.3786,-122.6822
Stafford,OR,03-13-2020 11:37,https://www.independent.co.uk/news/world/americas/us-politics/coronavirus-trump-national-emergency-us-stafford-act-latest-a9400431.html,"Coronavirus: Trump to declare national emergency and invoke Stafford Act, reports say",state_of_emergency,1992.0,45.3786,-122.6822
Summerville,OR,,https://www.postandcourier.com/health/covid19/summerville-declares-a-state-of-emergency-in-response-to-the-coronavirus-pandemic/article_d1fc27fc-6a20-11ea-8bc4-4b03568a5d70.html,Summerville declares a state of emergency in response to the coronavirus pandemic,state_of_emergency,140.0,45.4898,-118.0041
Tigard,OR,03-18-2020 00:00,https://pamplinmedia.com/ttt/89-news/457113-372725-tigard-under-local-state-of-emergency-due-to-covid-19-pwoff,Tigard under local state of emergency due to COVID-19,state_of_emergency,53148.0,45.4237,-122.7845
Troutdale,OR,03-13-2020 00:00,https://pamplinmedia.com/go/42-news/456298-372031-fairview-troutdale-wood-village-leaders-urge-caution-amid-covid-19-crisis-,"Fairview, Troutdale, Wood Village leaders urge caution amid COVID-19 crisis",None,16554.0,45.5372,-122.3955
Ukiah,OR,03-19-2020 22:57,https://www.ukiahdailyjournal.com/coronavirus-city-of-ukiah-declares-state-of-emergency,Coronavirus: City of Ukiah declares state of emergency,state_of_emergency,191.0,45.1344,-118.93299999999999
Waterloo,OR,,https://globalnews.ca/news/6729364/coronavirus-waterloo-region-state-of-emergency/,"Coronavirus: Waterloo Region, municipalities declare state of emergency",state_of_emergency,246.0,44.4948,-122.8243
Wheeler,OR,03-12-2020 18:41,https://www.oregonlive.com/portland/2020/03/portland-mayor-ted-wheeler-declares-state-of-emergency-due-to-coronavirus.html,Portland Mayor Ted Wheeler declares state of emergency due to coronavirus,state_of_emergency,436.0,45.6874,-123.887
Williams,OR,03-31-2020 15:56,https://www.kxnet.com/news/local-news/williams-county-declares-local-state-of-emergency-due-to-covid-19-virus/,Williams County declares local state of emergency due to COVID-19 virus,state_of_emergency,1154.0,42.2194,-123.2922
Wilsonville,OR,03-13-2020 00:00,https://pamplinmedia.com/wsp/134-news/456191-372088-covid-19-update-the-wilsonville-government-declares-a-state-of-emergency-pwoff,COVID-19 update: The Wilsonville government declares a state of emergency,state_of_emergency,24058.0,45.3107,-122.7706
Winston,OR,03-13-2020 23:32,https://myfox8.com/news/winston-salem-declares-state-of-emergency-in-response-to-coronavirus-outbreak/,Winston-Salem declares State of Emergency in response to coronavirus outbreak,state_of_emergency,5452.0,43.12,-123.4242
Woodburn,OR,03-17-2020 00:00,https://pamplinmedia.com/wbi/152-news/456896-372143-city-of-woodburn-declares-emergency-monday-responds-to-covid-19-closures-pwoff,"City of Woodburn declares emergency Monday, responds to COVID-19 closures",state_of_emergency,35267.0,45.1476,-122.8584
Altoona,PA,03-31-2020 22:44,https://www.wearecentralpa.com/news/local-news/altoona-looking-for-coronavirus-emergency-volunteers/,Altoona looking for coronavirus emergency volunteers,None,76096.0,40.5082,-78.4007
Bedford,PA,,https://www.newsadvance.com/news/local/bedford-county-planning-to-declare-local-emergency-in-response-to-covid-19/article_56cd0b8f-611f-53d0-9240-878f24141445.html,Bedford County planning to declare local emergency in response to COVID-19,state_of_emergency,4499.0,40.0149,-78.5033
Butler,PA,03-18-2020 00:00,https://pittsburgh.cbslocal.com/2020/03/18/butler-county-disaster-emergency-coronavirus/,Coronavirus In Pennsylvania: Butler County Officials Declare Disaster Emergency,state_of_emergency,38447.0,40.8615,-79.8962
Dauphin,PA,03-16-2020 21:43,https://www.pennlive.com/news/2020/03/coronavirus-disaster-emergency-declared-in-dauphin-county.html,Coronavirus disaster emergency declared in Dauphin County,state_of_emergency,800.0,40.3683,-76.9296
Easton,PA,,https://www.wfmz.com/health/coronavirus/easton-declares-state-of-emergency-over-coronavirus/article_34b8e4ae-6aec-11ea-868b-bfd8c9cb9567.html,Easton declares state of emergency over coronavirus,state_of_emergency,27109.0,40.6858,-75.2209
Egypt,PA,,https://aawsat.com/english/home/article/2196936/egypt-declares-curfew-over-coronavirus-jordan-detains-violators,"Egypt Declares Curfew over Coronavirus, Jordan Detains Violators",lockdown,2067.0,40.6858,-75.5334
Emmaus,PA,,https://www.wfmz.com/health/coronavirus/emmaus-to-close-borough-hall-follow-emergency-protocols-regarding-coronavirus/article_b41d784e-6831-11ea-998f-a7dff6b0e253.html,"Emmaus to close Borough Hall, follow emergency protocols regarding coronavirus",None,11454.0,40.5352,-75.4978
Gettysburg,PA,03-16-2020 18:45,https://gettysburgconnection.org/gettysburg-borough-declares-coronavirus-covid-19-disaster-emergency/,Gettysburg Borough Declares Coronavirus (COVID-19) Disaster Emergency,state_of_emergency,7633.0,39.8304,-77.2339
Girard,PA,03-20-2020 20:40,https://www.yourerie.com/news/local-news/girard-borough-declares-disaster-emergency-in-the-midst-of-covid-19/,Girard Borough declares Disaster Emergency in the midst of COVID-19,state_of_emergency,2977.0,42.0042,-80.3192
Hellertown,PA,03-16-2020 00:00,https://sauconsource.com/2020/03/16/hellertown-declares-disaster-emergency-in-response-to-coronavirus/,Hellertown Declares Disaster Emergency in Response to Coronavirus,state_of_emergency,5847.0,40.5811,-75.3378
Johnstown,PA,,https://www.tribdem.com/coronavirus/johnstown-declares-state-of-emergency-over-coronavirus/article_f22f07e6-6acb-11ea-92f7-87295372beae.html,Johnstown declares state of emergency over coronavirus,state_of_emergency,64615.0,40.3258,-78.9194
Lancaster,PA,,https://lancasteronline.com/news/local/tuesdays-covid-19-update-96-cases-in-pa-lancaster-county-declares-disaster-emergency/article_945e3320-683d-11ea-bbbe-4771a3315bf1.html,"Tuesday's COVID-19 update: 96 cases in Pa., Lancaster County declares disaster emergency",state_of_emergency,404525.0,40.042,-76.3012
Monessen,PA,03-22-2020 00:00,https://pittsburgh.cbslocal.com/2020/03/22/monessen-state-of-emergency-coronavirus/,Monessen Extends State Of Emergency Due To Coronavirus Outbreak,state_of_emergency,62833.0,40.1519,-79.8828
Montgomery,PA,03-08-2020 00:00,https://www.theintell.com/news/20200308/coronavirus-montgomery-county-declares-emergency-as-2-new-cases-announced,Coronavirus: Montgomery County declares emergency as 2 new cases announced,state_of_emergency,6236.0,41.1709,-76.874
Palo Alto,PA,03-12-2020 00:00,https://paloaltoonline.com/news/2020/03/12/palo-alto-declares-coronavirus-emergency,Palo Alto declares coronavirus 'state of emergency',state_of_emergency,988.0,40.6861,-76.1699
Penn,PA,03-30-2020 00:00,https://www.inquirer.com/health/coronavirus/live/coronavirus-covid-19-philadelphia-pennsylvania-new-jersey-confirmed-case-updates-news-20200330.html,White House approves disaster declaration for Pennsylvania; N.J. restricts sale of drug touted by Trump as coronavirus treatment; SEPTA reports first ‘customer-facing’ cases,disaster_declaration,473.0,40.3293,-79.642
Reading,PA,,https://www.readingeagle.com/coronavirus/reading-eagle-coronavirus-roundup-march-trump-declares-disaster-in-pa/article_3b0a0c7a-7352-11ea-9914-837cd8a50b20.html,"Reading Eagle Coronavirus Roundup, March 31: Trump declares disaster in Pa. as cases escalate; Berks County to furlough nonessential employees during pandemic; World COVID-19 infections top 800,000",disaster_declaration,267300.0,40.34,-75.9267
West York,PA,03-31-2020 00:00,https://www.ydr.com/story/news/crime/2020/03/31/west-yorks-juvenile-curfew-include-adults-light-coronavirus/5097031002/,West York extends curfew to cover adults during coronavirus emergency,lockdown,4583.0,39.9533,-76.76100000000001
West York,PA,03-12-2020 00:00,https://www.yorkdispatch.com/story/news/local/2020/03/12/west-york-shutters-govt-office-york-city-declares-emergency-over-coronavirus/5031403002/,"West York shutters gov't office, York City declares emergency over coronavirus",state_of_emergency,4583.0,39.9533,-76.76100000000001
Wilkes-Barre,PA,03-16-2020 17:02,https://www.pahomepage.com/news/wilkes-barre-declares-state-of-emergency-due-to-coronavirus/,Wilkes-Barre declares state of emergency due to coronavirus,state_of_emergency,40806.0,41.2468,-75.8759
York,PA,03-31-2020 00:00,https://www.ydr.com/story/news/crime/2020/03/31/west-yorks-juvenile-curfew-include-adults-light-coronavirus/5097031002/,West York extends curfew to cover adults during coronavirus emergency,lockdown,234245.0,39.9651,-76.7315
Florida,PR,04-01-2020 00:00,https://www.washingtonpost.com/nation/2020/04/01/coronavirus-florida-desantis/,Florida governor issues coronavirus stay-at-home order after heavy criticism,shelter_in_place,4198.0,18.3643,-66.5611
East Providence,RI,04-01-2020 10:11,https://patch.com/rhode-island/eastprovidence/coronavirus-east-providence-alters-trash-pickup-during-emergency,Coronavirus: East Providence Alters Trash Pickup During Emergency,None,47600.0,41.8065,-71.3565
Woonsocket,RI,03-16-2020 15:46,https://patch.com/rhode-island/woonsocket/coronavirus-woonsocket-closes-library-senior-center,Coronavirus: Woonsocket Mayor Declares State Of Emergency,state_of_emergency,41759.0,42.001000000000005,-71.4993
Abbeville,SC,,http://www.indexjournal.com/news/covid-19/abbeville-county-declares-state-of-emergency-after-patient-tests-positive/article_7171bdd1-fc1c-5a52-ac5f-e6e7bb54bd5d.html,Abbeville County declares state of emergency after patient tests positive for COVID-19,state_of_emergency,5088.0,34.1787,-82.3774
Bluffton,SC,,https://www.islandpacket.com/news/coronavirus/article241225991.html,"Hilton Head, Bluffton SC declare coronavirus state of emergency",state_of_emergency,21085.0,32.2135,-80.9316
Bluffton,SC,03-16-2020 00:00,https://www.blufftontoday.com/news/20200316/coronavirus-bluffton-beaufort-county-declare-state-of-emergency,"Coronavirus: Bluffton, Beaufort County declare state of emergency",state_of_emergency,21085.0,32.2135,-80.9316
Chapin,SC,03-31-2020 01:35,https://www.wltx.com/article/news/health/coronavirus/town-of-chapin-holds-emergency-meeting-on-monday/101-1bcd0cc6-67d5-4135-b16d-7f50de432348,Town of Chapin holds emergency meeting to address coronavirus,None,1604.0,34.1645,-81.3449
Charleston,SC,,https://www.postandcourier.com/health/covid19/as-cities-issue-stay-at-home-orders-over-coronavirus-north-charleston-following-sc-lead/article_736ff2c2-729a-11ea-a40c-5b40490649c9.html,"As cities issue stay-at-home orders over coronavirus, North Charleston following SC lead",shelter_in_place,616085.0,32.8151,-79.96300000000001
Chester,SC,,https://www.heraldonline.com/news/local/article241556786.html,Chester County SC to vote on coronavirus state of emergency,state_of_emergency,9039.0,34.705,-81.2132
Clearwater,SC,03-28-2020 17:00,https://www.clearwatertimes.com/news/covid-19-world-update-enforceable-quarantine-in-nyc-france-orders-1-billion-masks/,COVID-19 world update: Enforceable quarantine in NYC?; France orders 1 billion masks – Clearwater Times,quarantine,4657.0,33.5038,-81.91
Conway,SC,,https://www.myrtlebeachonline.com/news/local/article241196121.html,"Conway, SC declares state of emergency over coronavirus",state_of_emergency,23714.0,33.8403,-79.0422
Conway,SC,03-14-2020 00:00,https://www.wmbfnews.com/2020/03/14/city-conway-declares-state-emergency-due-coronavirus/,City of Conway declares state of emergency to prevent spread of coronavirus,state_of_emergency,23714.0,33.8403,-79.0422
Edgefield,SC,,https://www.aikenstandard.com/coronavirus/governor-not-ordering-shelter-in-place-coronavirus-case-reported-in/article_11c1c98a-6b90-11ea-aafd-af01815e4e07.html,Governor not ordering shelter in place; coronavirus case reported in Edgefield County,shelter_in_place,4566.0,33.7871,-81.9292
Greenville,SC,03-30-2020 00:00,https://www.greenvilleonline.com/story/news/local/greenville/downtown/2020/03/30/coronavirus-greenville-stay-home-require-6-feet-distance-close-nonessential-business/5089580002/,Greenville to push 'stay-at-home' law to stem coronavirus; require 6 feet distance and close more businesses,shelter_in_place,467894.0,34.8362,-82.3649
Irmo,SC,03-29-2020 00:00,https://www.wistv.com/2020/03/29/town-irmo-operating-under-emergency-protocol-amidst-coronavirus-outbreak/,Town of Irmo operating under ‘Emergency Protocol’ amidst coronavirus outbreak,None,12250.0,34.1016,-81.1953
Jackson,SC,03-30-2020 00:00,https://www.abccolumbia.com/2020/03/30/fort-jackson-declares-public-health-emergency-with-25-covid-19-cases/,Fort Jackson declares ‘Public Health Emergency’ with 25 COVID-19 cases,state_of_emergency,1771.0,33.3284,-81.7925
North,SC,,https://www.postandcourier.com/health/covid19/as-cities-issue-stay-at-home-orders-over-coronavirus-north-charleston-following-sc-lead/article_736ff2c2-729a-11ea-a40c-5b40490649c9.html,"As cities issue stay-at-home orders over coronavirus, North Charleston following SC lead",shelter_in_place,725.0,33.6164,-81.1031
North Charleston,SC,,https://www.postandcourier.com/health/covid19/as-cities-issue-stay-at-home-orders-over-coronavirus-north-charleston-following-sc-lead/article_736ff2c2-729a-11ea-a40c-5b40490649c9.html,"As cities issue stay-at-home orders over coronavirus, North Charleston following SC lead",shelter_in_place,110861.0,32.9067,-80.0722
Simpsonville,SC,03-25-2020 03:20,https://www.wyff4.com/article/simpsonville-city-council-passes-new-ordinance-amid-coronavirus/31920924,Simpsonville city council passes new ordinance amid coronavirus,None,22072.0,34.7291,-82.2572
Summerville,SC,,https://www.postandcourier.com/health/covid19/summerville-declares-a-state-of-emergency-in-response-to-the-coronavirus-pandemic/article_d1fc27fc-6a20-11ea-8bc4-4b03568a5d70.html,Summerville declares a state of emergency in response to the coronavirus pandemic,state_of_emergency,50388.0,33.0016,-80.1795
Sumter,SC,03-18-2020 19:26,https://www.wltx.com/article/news/health/coronavirus/sumter-county-declares-state-of-emergency-over-coronavirus/101-7c7797bb-ca38-4da5-ba85-65066b70bc09,Sumter County declares state of emergency over coronavirus,state_of_emergency,72131.0,33.9392,-80.393
York,SC,,https://www.heraldonline.com/news/coronavirus/article241646111.html,2 charged with looting in York SC in coronavirus emergency,None,8351.0,34.9967,-81.234
York,SC,03-31-2020 00:00,https://www.wbtv.com/2020/03/31/sc-gov-mcmaster-order-non-essential-businesses-close-according-senator/,"S.C. Gov. McMaster orders ‘non-essential’ businesses to close, coronavirus-related death reported in York Co.",school_business_closure,8351.0,34.9967,-81.234
Chancellor,SD,03-13-2020 00:00,https://sdcitytimes.com/news/2020/03/13/sdccd-declares-covid-19-emergency-grants-chancellor-authority/,"SDCCD declares COVID-19 emergency, grants chancellor authority",state_of_emergency,261.0,43.3719,-96.9872
Oglala,SD,03-11-2020 00:00,https://www.argusleader.com/story/news/politics/2020/03/11/coronavirus-south-dakota-oglala-president-declares-emergency-ihs-test-virus/5019891002/,"Oglala president declares emergency on coronavirus, says IHS has no capability to test it",state_of_emergency,1473.0,43.1849,-102.7267
Richland,SD,,https://www.nbcrightnow.com/coronavirus/richland-school-district-to-hold-emergency-meeting-on-schools-preparing/article_eab57c8e-64d1-11ea-8d08-4b538fa3664b.html,Richland School District to hold emergency meeting on schools preparing for Coronavirus outbreak,None,56.0,42.7639,-96.648
Brentwood,TN,03-20-2020 00:00,https://www.tennessean.com/story/news/local/williamson/franklin/2020/03/20/coronavirus-tennessee-franklin-state-emergency/2889850001/,"Coronavirus in Tennessee: Franklin, Brentwood declare a state of emergency",state_of_emergency,42667.0,35.9918,-86.7758
Brentwood,TN,03-21-2020 01:02,https://www.newschannel5.com/news/franklin-brentwood-declare-state-of-emergency-in-response-to-covid-19,"Franklin, Brentwood declare state of emergency in response to COVID-19",state_of_emergency,42667.0,35.9918,-86.7758
